id,date,price,lat,lon
156,1/17,268.67,40.678963,-73.949647
157,1/17,268.67,40.678382,-73.949693
158,1/17,268.67,40.679636,-73.949585
159,1/17,268.67,40.822798,-73.917883
160,1/17,268.67,40.703414,-73.740584
161,1/18,268.52,40.624423,-74.082629
162,1/18,268.52,40.794298,-73.947492
163,1/18,268.52,40.797006,-73.964885
164,1/18,268.52,40.797006,-73.964885
165,1/18,268.52,40.635746,-74.119127
166,1/18,268.52,40.635746,-74.119127
167,1/18,268.52,40.574028,-73.999890
168,1/18,268.52,40.574028,-73.999890
169,1/18,268.52,40.574028,-73.999890
170,1/18,268.52,40.814226,-73.910175
171,1/18,268.52,40.689474,-73.786061
172,1/19,268.32,40.709474,-74.005132
173,1/19,268.32,40.709474,-74.005132
174,1/19,268.32,40.666950,-73.909623
175,1/19,268.32,40.666950,-73.909623
176,1/19,268.32,40.666950,-73.909623
